-0.0,1.3756552,9.656827
-0.0,1.3075534,9.765789
-0.0,1.5390993,9.847511
0.27240697,1.4165162,9.466142
-0.10896278,1.5390993,10.119919
-0.08172209,1.5390993,9.847511
0.10896278,1.334794,9.915613
-0.19068487,1.4573772,9.997335
-0.040861044,1.334794,9.615966
-0.42223078,1.6480621,9.997335
-0.27240697,1.4573772,10.038197
-0.0,1.4165162,9.425281
-0.23154591,1.4573772,9.847511
-0.10896278,1.3756552,9.847511
-0.0,1.1849703,9.997335
-0.14982383,1.4165162,9.80665
0.10896278,1.2666923,9.724928
0.10896278,1.1849703,9.656827
-0.0,1.3075534,9.656827
-0.10896278,1.3756552,9.915613
-0.10896278,1.4573772,9.697687
-0.14982383,1.4165162,9.80665
-0.10896278,1.4573772,9.765789
-0.19068487,1.334794,9.847511
-0.3405087,1.2258313,9.80665
-0.23154591,1.334794,9.80665
-0.10896278,1.2666923,9.575105
-0.27240697,1.2666923,9.765789
-0.19068487,1.3756552,9.534244
-0.19068487,1.2666923,9.425281
-0.19068487,1.2666923,9.615966
-0.10896278,1.3075534,10.038197
-0.040861044,1.1849703,9.534244
-0.19068487,1.3075534,9.656827
0.10896278,1.2258313,9.697687
0.040861044,1.1168685,10.732834
0.7218784,1.5390993,9.152874
-0.08172209,1.2258313,10.147159
0.19068487,1.1441092,9.697687
0.14982383,1.5390993,9.234595
0.19068487,1.1168685,9.888372
0.10896278,1.4982382,9.425281
-0.0,1.1441092,10.079058
-0.040861044,1.4165162,9.724928
0.23154591,1.3075534,9.575105
-0.040861044,1.3756552,9.80665
-0.27240697,1.4982382,9.534244
0.08172209,1.1168685,10.18802
-0.040861044,1.334794,10.18802
0.14982383,1.1168685,9.724928
-0.27240697,1.4982382,9.80665
-0.040861044,1.2258313,9.507003
0.14982383,1.2666923,9.847511
0.38136974,1.2666923,9.534244
0.10896278,1.2258313,9.847511
-0.0,1.334794,9.534244
0.10896278,1.2666923,9.765789
0.19068487,1.4165162,9.697687
-0.040861044,1.4165162,9.80665
-0.10896278,1.3756552,9.697687
-0.3405087,1.5390993,10.079058
0.040861044,1.2258313,10.147159
-0.08172209,1.4982382,9.697687
-0.0,1.334794,9.80665
-0.14982383,1.6889231,9.507003
0.08172209,1.1441092,9.888372
-0.29964766,1.4573772,9.80665
0.10896278,1.1849703,9.615966
0.040861044,1.2666923,9.765789
-0.10896278,1.3756552,9.80665
-0.08172209,1.2258313,9.534244
-0.27240697,1.2666923,9.956474
-0.50395286,1.3075534,9.915613
-0.14982383,1.2666923,9.575105
-0.6946377,1.4165162,9.575105
-1.2258313,1.3075534,9.80665
-1.2666923,0.95342433,9.956474
-1.607201,1.2258313,9.765789
-1.56634,1.56634,9.343558
-2.5333846,1.879608,9.275456
-3.173541,1.6480621,9.193735
-3.255263,2.070293,8.921328
-3.7864566,1.920469,8.771504
-4.0180025,1.6480621,9.00305
-4.099725,1.4573772,9.112013
-4.140586,1.8387469,8.430995
-5.012288,1.6889231,8.158588
-5.706926,1.7570249,7.668256
-5.8976107,1.879608,7.5456724
-6.0882955,1.920469,7.3549876
-6.469665,2.0294318,7.1234417
-6.469665,1.920469,6.851035
-6.469665,1.6889231,6.851035
-7.246025,1.7297841,6.4015636
-7.205164,1.607201,6.0882955
-7.43671,1.7570249,5.829509
-7.504812,1.8387469,5.6252036
-7.7772183,1.920469,5.175732
-7.5865335,1.607201,5.434519
-7.8589406,1.7570249,5.366417
-7.8861814,1.9477097,5.053149
-8.267551,2.0294318,4.671779
-8.240311,1.7570249,4.4810944
-8.853226,1.9477097,4.1814466
-8.853226,1.8387469,3.9499009
-8.730643,1.6889231,3.486809
-8.662541,1.7570249,3.405087
-8.771504,1.4573772,3.636633
-9.043911,1.607201,3.405087
-8.771504,1.4165162,3.405087
-9.043911,1.4573772,3.1054392
-9.00305,1.334794,2.9147544
-9.043911,1.5390993,2.7240696
-9.112013,1.607201,2.4925237
-9.193735,1.56634,2.4108016
-9.425281,1.607201,2.2609777
-9.384419,1.5390993,1.4982382
-9.343558,1.2258313,1.4573772
-9.534244,1.334794,1.334794
-9.493382,0.84446156,1.0760075
-9.493382,1.4573772,0.6946377
-9.384419,1.3075534,0.6946377
-9.466142,1.56634,0.53119355
-9.493382,1.1849703,0.5720546
-9.656827,1.3756552,0.61291564
-9.656827,1.4982382,0.84446156
-9.697687,1.3075534,0.6946377
-9.697687,1.334794,0.6946377
-9.343558,1.3075534,0.8036005
-9.656827,1.4982382,0.38136974
-9.466142,1.3756552,0.46309182
-9.466142,1.2666923,0.6946377
-9.697687,1.334794,0.6946377
-9.493382,1.1441092,0.6946377
-9.302697,1.1441092,0.7627395
-9.384419,0.7218784,0.8036005
-9.615966,1.1168685,0.3405087
-9.615966,0.95342433,0.5720546
-9.384419,1.0760075,0.7218784
-9.615966,1.2666923,0.5720546
-9.466142,1.334794,0.88532263
-9.615966,1.0351465,1.1168685
-9.656827,1.1849703,0.7218784
-9.425281,1.1849703,0.5720546
-9.152874,1.0351465,0.84446156
-9.493382,1.1168685,0.61291564
-9.534244,0.6946377,1.9477097
-9.425281,1.4165162,0.46309182
-9.302697,0.88532263,1.334794
-9.765789,1.0351465,0.88532263
-9.615966,0.84446156,1.2666923
-9.697687,1.334794,0.7627395
-9.466142,1.0351465,0.84446156
-9.534244,1.2258313,0.53119355
-9.575105,0.84446156,0.95342433
-9.575105,1.1849703,0.84446156
-9.275456,0.7218784,1.0760075
-9.534244,0.7627395,1.3075534
-9.193735,1.0351465,1.879608
